numero;sigle;libelle;groupe_disciplinaire;toutes_les_disciplines;discipline_principale;localisation;liste_tous_etablissements;laboratoires_rattaches;annee_de_creation;annee_accreditation;duree_accreditation;code_etablissement_support;etablissement_support;code_etablissements_coaccredites;etablissements_coaccredites;codes_etablissements_associes;etablissements_associes;liste_codes_tous_etablissements;disciplines_secondaires;identifiants_des_laboratoires;civilite_du_directeur;prenom_du_directeur;nom_du_directeur;telephone;mail;site_web;adresse_postale;code_postal;code_commune;libelle_commune;code_unite_urbaine;libelle_unite_urbaine;code_departement;libelle_departement;code_academie;libelle_academie;code_region;libelle_region;ville;coordonnees_geographiques;url_structures_de_recherche_actives;code_region_avant2016;libelle_region_avant2016
496;SCE;Sociétés, Cultures, Echanges;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Pays de la Loire>Nantes>Maine-et-Loire>Angers;"Université d'Angers;Université de Nantes;Université du Maine";"EA 1161;EA 1162;EA 1163;EA 4276;EA 4284;EA 4335;EA 4639;EA 922;UMR 6258;UMR 6566";2008;2012;5.0;0490970N;Université d'Angers;"0440984F;0720916E";"Université de Nantes;Université du Maine";;;"0490970N;0440984F;0720916E";;"199213369W;199213370X;199213371Y;200815513G;200815521R;200815564M;200816187P;199213268L;200617540U;199512347X";Monsieur;Yves;DENECHERE;02 41 22 63 82;yves.denechere@univ-angers.fr,manuel.ferrer@univ-angers.fr,edsce@univ-nantes.fr;http://www.univ-angers.fr/fr/recherche/formation-doctorale/ecoles-doctorales/ed-sce.html;UNIVERSITE D'ANGERS ED SCE 40 RUE DE RENNES BP 73532;49035;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;ANGERS CEDEX 01;47.4770353, -0.5495451;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=496;R52;Pays de la Loire
504;CEI;Cognition, Education, Interactions;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;"Université de Nantes;Université d'Angers;Université du Maine";"EA 2163;EA 2661;EA 3827;EA 4334;EA 4638";2008;2012;5.0;0440984F;Université de Nantes;"0490970N;0720916E";"Université d'Angers;Université du Maine";;;"0440984F;0490970N;0720916E";;"199613761E;199614172B;200415087L;200815563L;201220071U";Monsieur;Nicolas;ROUSSIAU;02 72 64 11 75;nicolas.roussiau@univ-nantes.fr,edcei@univ-nantes.fr;http://www.univ-nantes.fr/edcei;Université de Nantes Ecole doctorale CEI UFR MEDECINE BP 53508, 1 rue Gaston Veil;44035;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;NANTES CEDEX 1;47.2108484, -1.5557782;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=504;R52;Pays de la Loire
505;SHOS;Sciences de l'Homme, des Organisations et de la Société;Sciences humaines et sociales;"Sciences de la société;Sciences humaines et humanités";Sciences de la société;Bretagne>Rennes>Ille-et-Vilaine>Rennes;"Université de Rennes 1;Université de Bretagne Occidentale;Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage;Université de Bretagne-Sud (US);Institut d'études politiques de Lyon de Rennes (IEP);École normale supérieure de Cachan";"EA 1270;EA 2652;EA 3150;EA 3195;EA 3881;EA 4251;EA 4640;EA 6262;UMR 6051;UMR 6211";2008;2012;5.0;0350936C;Université de Rennes 1;"0290346U;0352692L;0561718N";"Université de Bretagne Occidentale;Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage;Université de Bretagne-Sud (US)";"0352317D;0940607Z";"Institut d'études politiques de Lyon de Rennes (IEP);École normale supérieure de Cachan";"0350936C;0290346U;0352692L;0561718N;0352317D;0940607Z";Sciences humaines et humanités;"199213402G;199614166V;199213261D;200014494J;199213287G;200815488E;201220088M;200812291E;200012142C;200412258L";Monsieur;Franck;MORAUX;02 23 23 49 08;edocshos@univ-rennes1.fr,alexandrine.belin@univ-rennes1.fr;http://shos.univ-rennes1.fr/;Université Rennes 1 Secrétariat de l'Ecole Doctorale Faculté de Droit et de Science bureau 202  CS 54203, 9 rue Jean Macé;35042;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;RENNES CEDEX;48.1175822, -1.6683493;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=505;R53;Bretagne
513;DESPEG;Droit et sciences politiques, économiques et de gestion;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Provence-Alpes-Côte d'Azur>Nice>Alpes-Maritimes>Nice;Université Nice - Sophia-Antipolis;"EA 1198;EA 1201;EA 2139;EA 4711;EA 7267;UMR 7321";2008;2012;6.0;0060931E;Université Nice - Sophia-Antipolis;;;;;0060931E;;"199213382K;199213383L;199613749S;201220245H;201220402D;200517415M";Madame;Pascale;STEICHEN;04 92 15 71 33;ecole-doctorale-droit@unice.fr;http://www.ed-despeg-unice.fr/;Ecole doctorale DESPEG Domaine Trotabas, Avenue Doyen Louis Trotabas;06050;06088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;NICE CEDEX 1;43.697835, 7.2476762;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=513;R93;Provence-Alpes-Côte d'Azur
542;STS;Sciences, Technologies et Santé;Pluridisciplinaire Sciences exactes - Sciences du vivant;Mathématiques et leurs interactions;Mathématiques et leurs interactions;La Réunion>Saint-Denis;Université de La Réunion;"EA 2525;EA 4516;EA 4517;EA 8;UMR_C 53";2010;2015;5.0;9740478B;Université de La Réunion;;;;;9740478B;;"199814054P;201019068M;201019069N;201521701C;200417310C";;;;02 62 93 81 31;edsts@univ-reunion.fr;http://recherche.univ-reunion.fr/ecoles-doctorales/presentation-generale/fiche-signaletique/;Université de La Réunion  Pôle Recherche ED542 (STS), 15 avenue René Cassin CS 92003;97744;97411;Saint-Denis;UU9D603;Saint-Denis;D974;La Réunion;A28;La Réunion;R04;La Réunion;SAINT-DENIS CEDEX 9;-20.901437, 55.4852438;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=542;R04;La Réunion
543;;de Dauphine;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris 16e  Arrondissement;"Université Paris-Dauphine;COMUE Paris Sciences et Lettres";"EA 367;EA 4404;UMR 7088;UMR 7170;UMR 7243;UMR 7534";2010;2014;5.0;0750736T;Université Paris-Dauphine;0755575C;COMUE Paris Sciences et Lettres;;;"0750736T;0755575C";;"199213078E;200918441K;200112476L;200512552B;201120462Y;199712592E";Monsieur;Eric;BROUSSEAU;01 44 05 44 51/52;valerie.fleurette@dauphine.fr;http://www.edd.dauphine.fr/;Université Paris-Dauphine Ecole doctorale de Dauphine,  Place du Maréchal de Lattre de Tassigny;75775;75116;Paris 16e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 16;48.8711494, 2.2752911;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=543;R11;Île-de-France
559;;Management Panthéon-Sorbonne;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris  5e  Arrondissement;"Université Paris 1 - Panthéon Sorbonne;École supérieure de commerce de Paris (ESCP Europe)";"EA 1445;EA 4101";2012;2014;5.0;0751717J;Université Paris 1 - Panthéon Sorbonne;;;0753547Y;École supérieure de commerce de Paris (ESCP Europe);"0751717J;0753547Y";;"199213454N;200615345H";;;;01 40 46 28 73;EDMPS@univ-paris1.fr;https://www.univ-paris1.fr/ecoles-doctorales/management-ed-559/;Université Paris 1 Panthéon-Sorbonne ED Management Galerie Jean-Baptiste Dumas Esc M E620,  17 rue la Sorbonne;75231;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.8482447, 2.3428199;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=559;R11;Île-de-France
562;BioSPC;Bio Sorbonne Paris Cité;Sciences du vivant;Biologie, médecine,santé;Biologie, médecine,santé;Île-de-France>Paris>Paris  6e  Arrondissement;"COMUE Université Sorbonne Paris Cité;Université Paris Descartes;Université Paris Diderot;École normale supérieure de Paris;COMUE Paris Sciences et Lettres";"EA 2496;EA 2511;EA 4466;EA 4474;EA 7327;EA 7331;UM 111;UM 75;UMR 7099;UMR 7216;UMR 8104;UMR 8122;UMR_S 1124;UMR_S 1128;UMR_S 1132;UMR_S 1134;UMR_S 1137;UMR_S 1139;UMR_S 1140;UMR_S 1148;UMR_S 1149;UMR_S 1152;UMR_S 1161;UMR_S 1163;UMR_S 894;UMR_S 941;UMR_S 958;UMR_S 967;UMR_S 970;UMR_S 986;UPR 3296";2014;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;"0751721N;0751723R;0753455Y;0755575C";"Université Paris Descartes;Université Paris Diderot;École normale supérieure de Paris;COMUE Paris Sciences et Lettres";;;"0755598C;0751721N;0751723R;0753455Y;0755575C";;"199814027K;199814040Z;201019158K;201019122W;200214894K;201420797Z;201420755D;200918525B;200112487Y;200918506F;200217519N;200212778K;200616420B;201420826F;201420729A;201420734F;201420743R;201420828H;200616432P;201420730B;201420703X;201420731C;201420732D;201420829J;200816530M;200920726U;200919264E;200918524A;201019165T;201019118S;200217929J";Monsieur, Madame;Marc, Caroline;DELPECH, LE VAN KIM;01 76 53 01 20;b3mi@univ-paris-diderot.fr,gc2id@parisdescartes.fr;http://ecolesdoctorales.parisdescartes.fr/ed157;Université Paris Descartes 15 rue de l'école de Médecine;75006;75106;Paris  6e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8507498, 2.341221;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=562;R11;Île-de-France
566;SMMH;Sciences du Sport, de la Motricité et du Mouvement Humain;Pluridisciplinaire Sciences humaines et sociales - Sciences du vivant;"Sciences humaines et humanités;Sciences de la société";Sciences humaines et humanités;Île-de-France>Versailles>Essonne>Paris>Orsay;"COMUE  Université Paris-Saclay;COMUE Université Sorbonne Paris Cité;Université Paris Ouest Nanterre La Défense";;2015;2015;5.0;0912330N;COMUE  Université Paris-Saclay;"0755598C;0921204J";"COMUE Université Sorbonne Paris Cité;Université Paris Ouest Nanterre La Défense";;;"0912330N;0755598C;0921204J";Sciences de la société;;Madame;Christine;LE SCANFF;01 69 16 61 98;marie-pierre.richoux@u-psud.fr;http://www.ed-456.u-psud.fr/;Université Paris-Sud ED SMMH UFR STAPS bat 335,  15 Rue George Clémenceau;91400;91471;Orsay;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;ORSAY CEDEX;48.697882, 2.176489;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=566;R11;Île-de-France
572;EDOM;Ondes et matière;Sciences exactes;Physique;Physique;Île-de-France>Versailles>Essonne>Paris>Orsay;COMUE  Université Paris-Saclay;"UMR .;UMR .;UMR .;UMR 7605;UMR 8000;UMR 8214;UMR 8501;UMR 8502;UMR 8578;UMR 8617;UMR 8622";2015;2015;5.0;0912330N;COMUE  Université Paris-Saclay;;;;;0912330N;;"199719342S;200412256J;199719343T;199719334H;200011673T;201019097U;199812837S;199613807E;199812906S;199812942F;199812947L";Monsieur;Jean-Jacques;GREFFET;01 69 15 75 26;martine.basset@u-psud.fr;https://www.universite-paris-saclay.fr/fr/formation/doctorat/ondes-et-matiere;Ecole Doctorale « Ondes & Matière », Université Paris-Sud - Bâtiment 350 15 rue Georges Clémenceau;91405;91471;Orsay;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;ORSAY CEDEX;48.697882, 2.176489;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=572;R11;Île-de-France
22;;Mondes anciens et médiévaux;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  6e  Arrondissement;Université Paris-Sorbonne;"EA 1491;EA 2557;EA 4080;EA 4081;EA 4349;UMR 8167;UMR 8596";1992;2014;5.0;0751720M;Université Paris-Sorbonne;;;;;0751720M;;"199213479R;199814084X;200615326M;200615327N;200815577B;200612819M;199812924L";;;;01 53 10 58 11;paul.demont@paris-sorbonne.fr;http://www.paris-sorbonne.fr;Universite Paris IV Sorbonne 28, rue Serpente;75006;75106;Paris  6e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8523338, 2.3413046;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=22;R11;Île-de-France
41;;Droit;Sciences humaines et sociales;"Sciences de la société;Sciences humaines et humanités";Sciences de la société;Aquitaine>Bordeaux>Gironde>Bordeaux>Pessac;Université de Bordeaux;"EA 4191;EA 4192;EA 4193;EA 4600;EA 4633;EA 503;EA 505;UMR 5114";1991;2014;2.0;0333298F;Université de Bordeaux;;;;;0333298F;Sciences humaines et humanités;"200715431X;200715432Y;200715433Z;201119479E;201119471W;199113125K;199113127M;199911799J";Monsieur;Fabrice;HOURQUEBIE;05 56 84 40 55;ed-droit@u-bordeaux.fr;https://eddroit.u-bordeaux.fr/l-ecole-doctorale.html;Bât A -bureau 11 Rdc Avenue Léon Duguit;33608;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;PESSAC CEDEX;44.7988471, -0.6154882;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=41;R72;Aquitaine
77;IAEM;Informatique, Automatique, Electronique-Electrotechnique et Mathématiques;Sciences exactes;Sciences et technologies de l'information et de la communication;Sciences et technologies de l'information et de la communication;Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Vandoeuvre-lès-Nancy;"Université de Lorraine;CentraleSupélec";"EA 1385;EA 3096;EA 3097;EA 4366;EA 7306;UMR 7039;UMR 7118;UMR 7198;UMR 7502;UMR 7503;UMR_S 947";1992;2013;5.0;0542493S;Université de Lorraine;0912341A;CentraleSupélec;;;"0542493S;0912341A";;"199213433R;199914409W;199914410X;200918457C;201320864B;200112440X;200112505T;200918462H;199712570F;198912571S;200918508H";Monsieur;Dominique;MERY;03 83 68 42 16;ed-iaem-dir@univ-lorraine.fr;http://iaem.univ-lorraine.fr/;Faculté des Sciences et Technologies Bâtiment du 2ème cycle - Atrium Boulevard des Aiguillettes BP 70239;54506;54547;Vandoeuvre-lès-Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;VANDOEUVRE-LES-NANCY CEDEX;48.6670565, 6.1649111;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=77;R41;Lorraine
86;LSHS;Lettres, Sciences Humaines et Sociales;Sciences humaines et sociales;"Sciences humaines et humanités;Sciences de la société";Sciences humaines et humanités;Provence-Alpes-Côte d'Azur>Nice>Alpes-Maritimes>Nice;Université Nice - Sophia-Antipolis;"EA 1193;EA 3159;EA 3278;EA 3820;EA 4318;EA 4671;EA 6307;EA 6308;EA 7278;UM 114;UMR 7300;UMR 7320";1992;2012;6.0;0060931E;Université Nice - Sophia-Antipolis;;;;;0060931E;Sciences de la société;"199213380H;200014458V;200014576Y;200415080D;200815548V;201220327X;201220285B;201220288E;201220397Y;200919202M;201220240C;201220287D";Madame;Lucile;CHANQUOY;04 93 37 54 19;lucile.chanquoy@unice.fr,ecole-doctorale-lash@unice.fr;http://edlshs.unice.fr/;UFR Lettres, Arts, Sciences Humaines et Sociales 98, Boulevard Edouard Herriot BP 3209;06204;06088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;NICE CEDEX 3;43.6920073, 7.2349733;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=86;R93;Provence-Alpes-Côte d'Azur
119;;Science politique;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris  5e  Arrondissement;Université Paris 1 - Panthéon Sorbonne;"UM 121;UMR 8209";1992;2014;5.0;0751717J;Université Paris 1 - Panthéon Sorbonne;;;;;0751717J;;"200212721Y;201019364J";;;;01 40 46 28 34;edscpo@univ-paris1.fr;http://www.univ-paris1.fr/ecoles-doctorales/science-politique-ed119/;Centre sorbonne bureau G611,  17 rue de la Sorbonne;75005;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.8488341, 2.3430945;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=119;R11;Île-de-France
180;SHS;Sciences humaines et sociales : cultures, individus, sociétés;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris  5e  Arrondissement;"COMUE Université Sorbonne Paris Cité;Université Paris Descartes";"EA 3412;EA 3625;EA 4071;EA 4545;EA 4569;UM 7;UMR 7114;UMR 8070;UMR_D 196";1994;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;0751721N;Université Paris Descartes;;;"0755598C;0751721N";;"200114688R;201420830K;200615317C;201019059C;201119495X;200217606H;200112501N;199816806F;200817718D";Monsieur;Olivier;MARTIN;01 40 46 29 76;directeur.ed180@parisdescartes.fr;http://ecolesdoctorales.parisdescartes.fr/ed180;SORBONNE- Galerie Gerson - Esc G2- 1er étage, 54 rue Saint Jacques;75230;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8476062, 2.3430227;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=180;R11;Île-de-France
218;EDCSV;Chimie &t Sciences du Vivant;Pluridisciplinaire Sciences exactes - Sciences du vivant;"Biologie, médecine,santé;Chimie;Sciences agronomiques et écologiques";Biologie, médecine,santé;Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;COMUE Université Grenoble Alpes;"UMR 5553;UPR 3228";1995;2014;2.0;0383412C;COMUE Université Grenoble Alpes;;;;;0383412C;"Chimie;Sciences agronomiques et écologiques";"199511994N;200919895R";Madame;Christelle;BRETON;04 76 51 40 45;magali.pourtier@ujf-grenoble.fr;http://edcsv.ujf-grenoble.fr;EDSCV  Bât Pluriel,  701 rue de la Piscine - Domaine universitaire - BP 81;38402;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne - Rhône-Alpes;ST MARTIN D'HERES;45.1943927, 5.7719035;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=218;R82;Rhône-Alpes
220;EEATS;Electronique, Electrotechnique, Automatique & Traitement du signal;Sciences exactes;"Sciences et technologies de l'information et de la communication;Sciences pour l'ingénieur";Sciences et technologies de l'information et de la communication;Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;COMUE Université Grenoble Alpes;"EA 3059;EA 3523;EA 3747;UMR 5130;UMR 5159;UMR 5216;UMR 5266;UMR 5269;UMR 5272;UMR 5279;UMR 5518;UMR 5628";1995;2014;2.0;0383412C;COMUE Université Grenoble Alpes;;;;;0383412C;Sciences pour l'ingénieur;"199914373G;200114798K;200315016N;200111812P;200311834E;200711885T;200711929R;200711931T;200919221H;201119419P;199511962D;199512057G";Monsieur;Guy;VITRANT;;edeeats@grenoble-inp.fr;https://www.adum.fr/as/ed/page.pl?site=edeeats&page=accueil;Grenoble INP - Bâtiment PLURIEL bureau 0.06, 701 rue de la Piscine;38402;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne - Rhône-Alpes;SAINT MARTIN D'HERES CEDEX;45.195148, 5.765355;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=220;R82;Rhône-Alpes
353;;Sciences pour l'Ingénieur : Mécanique, Physique, Micro et Nanoélectronique;Sciences exactes;"Sciences pour l'ingénieur;Physique;Sciences et technologies de l'information et de la communication";Sciences pour l'ingénieur;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Marseille 13e  Arrondissement;"Aix-Marseille Université;École centrale de Marseille";"UMR 7334;UMR 7340;UMR 7342;UMR 7343;UMR_T 24;UPR 7051";2000;2012;6.0;0134009M;Aix-Marseille Université;0133774G;École centrale de Marseille;;;"0134009M;0133774G";"Physique;Sciences et technologies de l'information et de la communication";"201220336G;201220330A;201220273N;201220275R;200017663D;199617659S";Monsieur;Ludovic;ESCOUBAS;04 91 10 69 33;ludovic.escoubas@univ-amu.fr,pascal.campion@univ-amu.fr;http://ed353.univ-mrs.fr;Ecole Doctorale 353 Polytech Technopôle de Château-Gombert, 5 rue Enrico Fermi;13453;13213;Marseille 13e  Arrondissement;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;MARSEILLE CEDEX 13;43.3444658, 5.4374284;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=353;R93;Provence-Alpes-Côte d'Azur
364;EDSFA;Sciences fondamentales et appliquées;Sciences exactes;"Physique;Mathématiques et leurs interactions;Sciences de la terre et de l'univers, espace;Chimie;Sciences pour l'ingénieur";Physique;Provence-Alpes-Côte d'Azur>Nice>Alpes-Maritimes>Nice;"Université Nice - Sophia-Antipolis;École nat. sup. des Mines de Paris;Observatoire de la côte d'azur";"EA 2134;EA 4228;UM 110;UM 68;UMR 6162;UMR 6621;UMR 7138;UMR 7272;UMR 7293;UMR 7335;UMR 7336;UPR 10";2000;2015;3.0;0060931E;Université Nice - Sophia-Antipolis;0753493P;École nat. sup. des Mines de Paris;0060099A;Observatoire de la côte d'azur;"0060931E;0753493P;0060099A";"Mathématiques et leurs interactions;Sciences de la terre et de l'univers, espace;Chimie;Sciences pour l'ingénieur";"199613747P;200815465E;201220349W;200816914E;200412223Y;199612392S;200918444N;201220250N;201220431K;201220239B;201220286C;200017509L";Madame;Elisabeth;TAFFIN DE GIVENCHY;04 92 07 65 00;dir-edsfa@unice.fr,secretariat-edsfa@unice.fr;http://www.ed-sfa-unice.fr/;Ecole doctorale Sciences Fondamentales et Appliquées UFR Sciences Bât. Scolarité, avenue Joseph Vallot;06108;06088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;NICE CEDEX 2;43.71194, 7.265401;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=364;R93;Provence-Alpes-Côte d'Azur
378;SHS;Sciences de l'Homme et de la Société;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Centre>Orléans-Tours>Loiret>Orléans;Université d'Orléans;"EA 1210;EA 1212;EA 4709;EA 4710;EA 6296;UMR 5060;UMR 7270;UMR 7322";2000;2015;1.0;0450855K;Université d'Orléans;;;;;0450855K;;"199213388S;199213389T;201220251P;201220193B;201220256V;199911751G;201220244G;199612363K";Monsieur;Patrick;VILLIEU;02 38 41 73 61;edshs@univ-orleans.fr;http://www.univ-orleans.fr/ed/shs/;ED SHS bât. IRD, 5 rue du Carbone BP 6749;45067;45234;Orléans;UU45701;Orléans;D045;Loiret;A18;Orléans-Tours;R24;Centre;ORLÉANS CEDEX 2;47.8441731, 1.9404329;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=378;R24;Centre
